Country,Rank,Account,Title,Link,Subscribers count,Views avg.,Likes avg.,Comments avg.,Shares avg.,Scraped
All,-0.9642702851468476,mmmjoemele,Joe Mele,https://www.tiktok.com/@mmmjoemele,1.227925694110801,0.38302554697456176,0.21976249527812436,-0.30376085405529607,-0.049359011089748515,2022-02-07 16:54:35.641971
All,-0.9608079142845609,gritside,gritside,https://www.tiktok.com/@gritside,-0.34482517804993984,-0.08534220320655918,-0.09180603714919622,-0.36814285640609223,-0.00286745044891434,2022-02-07 16:54:35.641971
All,-0.9573455434222743,keniaos,KeniaOs,https://www.tiktok.com/@keniaos,0.5749121740908443,-0.10663164639661013,0.12313317623499682,0.2370479656913916,-0.04995505673898998,2022-02-07 16:54:35.641971
All,-0.9538831725599876,hoaa.hanassii,Đào Lê Phương Hoa,https://www.tiktok.com/@hoaa.hanassii,0.21621460675593845,0.3404466605944598,0.2657080853134896,-0.187873249823863,-0.05591551323140462,2022-02-07 16:54:35.641971
All,-0.9504208016977008,jamesmaddison,James Maddison,https://www.tiktok.com/@jamesmaddison,-0.5379700219995045,-0.08534220320655918,-0.12956756895951205,0.9452499915501493,-0.06060043203444252,2022-02-07 16:54:35.641971
All,-0.9469584308354141,williesalim,WILLIE SALIM,https://www.tiktok.com/@williesalim,-0.0045223577578497225,0.46818331973476557,0.027796076911613933,-0.08486204606258917,-0.05531946758216315,2022-02-07 16:54:35.641971
All,-0.9434960599731275,maxtaylorlifts,Max Taylor,https://www.tiktok.com/@maxtaylorlifts,0.004675015763558118,-0.23436830553691584,0.03511865532350027,0.056778359109162374,-0.023729048172365572,2022-02-07 16:54:35.641971
All,-0.9400336891108407,championsleague,Champions League,https://www.tiktok.com/@championsleague,0.15183299210608356,0.04239445593374653,0.12413823601702044,-0.14924404841338532,-0.04280250894809241,2022-02-07 16:54:35.641971
All,-0.936571318248554,imdopemar,Amar Mujkanovic,https://www.tiktok.com/@imdopemar,-0.33562780452853197,-0.2769471919170177,-0.10171305500057186,0.12116036145995852,-0.00286745044891434,2022-02-07 16:54:35.641971
All,-0.9331089473862673,ndn2307,Ngô Đình Nam💦,https://www.tiktok.com/@ndn2307,-0.2620488163572693,0.6810777516352751,0.23182321266240774,-0.23937885170449993,-0.059295092062603715,2022-02-07 16:54:35.641971
All,-0.9296465765239806,colleen,Colleen Ballinger,https://www.tiktok.com/@colleen,0.14263561858467572,0.04239445593374653,0.4153184128661477,-0.17499684935370377,-0.05353133063443876,2022-02-07 16:54:35.641971
All,-0.9261842056616939,nessaabarrett,Nessa Barrett,https://www.tiktok.com/@nessaabarrett,0.988793982554197,-0.08534220320655918,-0.038681448670805155,0.031025558168843916,-0.03266973291098753,2022-02-07 16:54:35.641971
All,-0.9227218347994072,blythe,Andrea Brillantes,https://www.tiktok.com/@blythe,0.8876228738187109,0.4894727629248165,0.14266005200002704,-0.30376085405529607,-0.051743193686714366,2022-02-07 16:54:35.641971
All,-0.9192594639371204,sunduk91,СУНДУК,https://www.tiktok.com/@sunduk91,-0.49198315439246526,-0.021473873636406324,-0.37595079552415817,-0.469608892110947,0.05137270363205886,2022-02-07 16:54:35.641971
All,-0.9157970930748338,oliviagobrien,liv,https://www.tiktok.com/@oliviagobrien,-0.5195752749566888,-0.04276331682645727,0.22004965521584538,-0.07198564559242993,-0.048762965440507046,2022-02-07 16:54:35.641971
All,-0.9123347222125471,arroncrascall,Arron Crascall ,https://www.tiktok.com/@arroncrascall,-0.2528514428358614,-0.23436830553691584,-0.26539421950156056,-0.2265024512343407,0.03408737980405641,2022-02-07 16:54:35.641971
All,-0.9088723513502603,tooturnttony,Tooturnttony,https://www.tiktok.com/@tooturnttony,0.6852806563477383,0.3617361037845108,-0.11176365282080801,-0.17499684935370377,-0.04399460024657534,2022-02-07 16:54:35.641971
All,-0.9054099804879736,daregularsauce,DaRegularSauce,https://www.tiktok.com/@daregularsauce,-0.5711265535441797,-0.19178941915681394,0.13203513430434885,0.04390195863900315,-0.04161041764960948,2022-02-07 16:54:35.641971
All,-0.901947609625687,arfaytb,ARFAYTB,https://www.tiktok.com/@arfaytb,-0.6254094520675288,-0.3408155214871706,-0.15153530419517106,-0.4454012592270476,0.03408737980405641,2022-02-07 16:54:35.641971
All,-0.8984852387634003,joaoferdnan,João Ferdnan,https://www.tiktok.com/@joaoferdnan,0.004675015763558118,-0.3408155214871706,-0.1433512459701216,0.21129516475107313,0.0030930060435002977,2022-02-07 16:54:35.641971
All,-0.8950228679011135,ser_jay,Hello It’s me SerJay,https://www.tiktok.com/@ser_jay,-0.24365406931445358,-0.2556577487269668,-0.007955335334654649,-0.2265024512343407,-0.011808135187536296,2022-02-07 16:54:35.641971
All,-0.8915604970388268,maiaknight,Maia Knight,https://www.tiktok.com/@maiaknight,0.01387238928496596,0.10626278550389938,0.39607869703883847,-0.20074965029402222,-0.05710760452988754,2022-02-07 16:54:35.641971
All,-0.8880981261765402,xpersss,𝐨𝐯𝐞𝐫𝐥𝐚𝐲’𝐬,https://www.tiktok.com/@xpersss,-0.5931818552485157,-0.2556577487269668,-0.00020201701618676327,-0.355266455935933,-0.008231861292087514,2022-02-07 16:54:35.641971
All,-0.8846357553142534,trevorwallace,trevor wallace,https://www.tiktok.com/@trevorwallace,-0.013719731279257562,-0.14921053277671203,-0.08778579802110177,-0.41964845828672914,-0.00763581564284605,2022-02-07 16:54:35.641971
All,-0.8811733844519667,p0_2,مشاري بن عبدالعزيز    -,https://www.tiktok.com/@p0_2,-0.5287726484780967,0.1488416718840013,-0.3358919842120741,0.8808679891993532,-0.05353133063443876,2022-02-07 16:54:35.641971
All,-0.87771101358968,i_am_doshik1,i_am_doshik,https://www.tiktok.com/@i_am_doshik1,1.0347808501612363,0.06368389912379749,-0.03336898982296605,0.22417156522123238,-0.057703650179129005,2022-02-07 16:54:35.641971
All,-0.8742486427273933,francoescamillaofficial,Franco Escamilla,https://www.tiktok.com/@francoescamillaofficial,0.35417520957705606,0.02110501274369558,0.063403909189022,-0.4889234928161858,-0.029093459015538746,2022-02-07 16:54:35.641971
All,-0.8707862718651066,honeybobabear,HoneyBobaBear,https://www.tiktok.com/@honeybobabear,0.01387238928496596,0.3191572174044089,0.23871505116771252,-0.20074965029402222,-0.0587586509782864,2022-02-07 16:54:35.641971
All,-0.8673239010028199,jackjos3ph,Jack Joseph,https://www.tiktok.com/@jackjos3ph,-0.4367989132640182,-0.2769471919170177,-0.18125635774929794,0.056778359109162374,0.000112777797292979,2022-02-07 16:54:35.641971
All,-0.8638615301405331,nikkietutorials,nikkietutorials,https://www.tiktok.com/@nikkietutorials,-0.2068645752288222,0.08497334231384843,0.2506321885831354,-0.17499684935370377,-0.05412737628368022,2022-02-07 16:54:35.641971
All,-0.8603991592782465,cellat36,cellat36,https://www.tiktok.com/@cellat36,0.09664875097763652,-0.04276331682645727,-0.28865417445696423,0.7907331859082385,-0.04518669154505826,2022-02-07 16:54:35.641971
All,-0.8569367884159598,claragnds,Maria Clara Garcia,https://www.tiktok.com/@claragnds,0.7496622709975932,-0.06405276001650823,-0.07558150066795787,0.2370479656913916,-0.048762965440507046,2022-02-07 16:54:35.641971
All,-0.853474417553673,ericfinchofficial,Eric Finch,https://www.tiktok.com/@ericfinchofficial,-0.4000094191783869,0.5107622061148674,-0.34536826215686817,-0.2780080531149776,-0.02194091122464118,2022-02-07 16:54:35.641971
All,-0.8500120466913863,jbdjebb,Jean-Baptiste Djebbari,https://www.tiktok.com/@jbdjebb,-0.5738397787329951,-0.19178941915681394,0.047322952676644166,0.28855356757202855,-0.05055110238823144,2022-02-07 16:54:35.641971
All,-0.8465496758290997,basechkaa,basechka,https://www.tiktok.com/@basechkaa,-0.6384145382267995,-0.2982366351070687,-0.03021023050803469,0.031025558168843916,-0.019556728627675324,2022-02-07 16:54:35.641971
All,-0.843087304966813,ya_gazdanova,Нина Газданова,https://www.tiktok.com/@ya_gazdanova,-0.37241729861416334,-0.12792108958666107,-0.370064016800877,-0.4756608003319218,0.04720038408736862,2022-02-07 16:54:35.641971
All,-0.8396249341045262,rud.petruchi,RA™,https://www.tiktok.com/@rud.petruchi,-0.6319395872677284,-0.08534220320655918,0.008269201146583704,-0.17499684935370377,-0.03624600680643631,2022-02-07 16:54:35.641971
All,-0.8361625632422395,vhongx44,Vhong Navarro,https://www.tiktok.com/@vhongx44,-0.1792724546645987,0.23399944464420508,0.10202692081250091,-0.23937885170449993,-0.051743193686714366,2022-02-07 16:54:35.641971
All,-0.8327001923799529,jeffthekiller_xd1,jeff the killer 🔪🖤,https://www.tiktok.com/@jeffthekiller_xd1,-0.5938164740214928,-0.17049997596676297,-0.020446792625519575,0.1984187642809139,-0.04518669154505826,2022-02-07 16:54:35.641971
All,-0.8292378215176661,antonioslimgovea,antonioslimgovea,https://www.tiktok.com/@antonioslimgovea,0.004675015763558118,-0.10663164639661013,0.008412781115444221,-0.36814285640609223,-0.02670927641857289,2022-02-07 16:54:35.641971
All,-0.8257754506553794,rayssabuq,Rayssa Buq,https://www.tiktok.com/@rayssabuq,-0.18846982818600652,-0.14921053277671203,-0.07285348125960805,0.09540756051964007,-0.03863018940340217,2022-02-07 16:54:35.641971
All,-0.8223130797930926,josh.zilberberg,Josh Zilberberg,https://www.tiktok.com/@josh.zilberberg,-0.4184041662212026,-0.3408155214871706,-0.2794650564498911,-0.4692226000968422,0.05554502317674911,2022-02-07 16:54:35.641971
All,-0.818850708930806,tommyinnit,Tommy,https://www.tiktok.com/@tommyinnit,0.38176733014127956,-0.2769471919170177,0.1018833408436404,0.314306368512347,-0.051743193686714366,2022-02-07 16:54:35.641971
All,-0.8153883380685193,thesierracapri,thesierracapri,https://www.tiktok.com/@thesierracapri,-0.4459962867854261,0.1488416718840013,0.6252323273402226,-0.30376085405529607,-0.05965271945214859,2022-02-07 16:54:35.641971
All,-0.8119259672062326,yailinlamasviraloficial_,Yailin La Más Viral,https://www.tiktok.com/@yailinlamasviraloficial_,-0.48278578087105745,0.8088144107755808,-0.35226010066217295,0.13403676193011776,-0.05412737628368022,2022-02-07 16:54:35.641971
All,-0.8084635963439459,neildegrassetyson,StarTalk,https://www.tiktok.com/@neildegrassetyson,-0.2988383104429006,-0.2982366351070687,-0.2211715890925215,0.26280076663171004,-0.004059541747397267,2022-02-07 16:54:35.641971
All,-0.8050012254816592,dovecameron,Dove Cameron,https://www.tiktok.com/@dovecameron,0.023069762806373798,-0.2769471919170177,0.19348736097664984,0.2370479656913916,-0.05531946758216315,2022-02-07 16:54:35.641971
All,-0.8015388546193725,pollerocho,pollerocho,https://www.tiktok.com/@pollerocho,-0.4092067926997947,-0.10663164639661013,-0.03480478951157121,-0.38101925687625143,-0.024921139470848497,2022-02-07 16:54:35.641971
All,-0.7980764837570857,bretmanrock,bretmanrock,https://www.tiktok.com/@bretmanrock,0.6300964152192913,-0.00018443044635537174,0.207988937831562,-0.23937885170449993,-0.04995505673898998,2022-02-07 16:54:35.641971
All,-0.7946141128947991,thee.marlie.b,Big Merla,https://www.tiktok.com/@thee.marlie.b,-0.49198315439246526,-0.38339440786727247,-0.36187995857582755,-0.26513165264481836,0.0919038077804784,2022-02-07 16:54:35.641971
All,-0.7911517420325124,sabrinacarpenter,Sabrina Carpenter,https://www.tiktok.com/@sabrinacarpenter,0.4277541977483188,-0.00018443044635537174,0.02994977644452168,-0.020480043711793006,-0.05233923933595583,2022-02-07 16:54:35.641971
All,-0.7876893711702256,andcarli,Anderson Carli,https://www.tiktok.com/@andcarli,-0.2804435634000849,1.3623399337169055,-0.1658933010812227,-0.3166372545254553,-0.057703650179129005,2022-02-07 16:54:35.641971
All,-0.7842270003079389,its_darcilynne,Darci Lynne,https://www.tiktok.com/@its_darcilynne,-0.2896409369214928,-0.2769471919170177,0.5527244430656619,-0.12349124747306685,-0.05233923933595583,2022-02-07 16:54:35.641971
All,-0.7807646294456523,artbydemarcusshawn,DemarcusShawn,https://www.tiktok.com/@artbydemarcusshawn,-0.11489084001474381,-0.2556577487269668,-0.16761626070754887,-0.020480043711793006,-0.014788363433743614,2022-02-07 16:54:35.641971
All,-0.7773022585833655,limeu,LIMEU,https://www.tiktok.com/@limeu,-0.5917194728586119,-0.21307886234686488,0.004248962018489245,-0.26513165264481836,-0.027901367717055817,2022-02-07 16:54:35.641971
All,-0.7738398877210788,official_kep1er,Kep1er,https://www.tiktok.com/@official_kep1er,-0.390812045656979,-0.08534220320655918,0.051630351742459654,-0.08486204606258917,-0.04757087414202412,2022-02-07 16:54:35.641971
All,-0.7703775168587921,rodezel,rodezel,https://www.tiktok.com/@rodezel,-0.5379700219995045,-0.21307886234686488,0.06211168946927735,-0.14924404841338532,-0.03684205245567777,2022-02-07 16:54:35.641971
All,-0.7669151459965055,willuzi,Willypoo,https://www.tiktok.com/@willuzi,-0.5379700219995045,-0.4259732942473744,-0.12454227004939396,0.5589579774453723,-0.013596272135260688,2022-02-07 16:54:35.641971
All,-0.7634527751342187,junya1gou,Junya/じゅんや,https://www.tiktok.com/@junya1gou,3.1501767600850394,0.3404466605944598,-0.38715003309527846,0.17266596334059545,-0.035053915507953386,2022-02-07 16:54:35.641971
All,-0.759990404271932,rachaeloneil,Rachael O'Neil,https://www.tiktok.com/@rachaeloneil,-0.5648723395496225,-0.19178941915681394,0.08293078495405223,-0.1363676479432261,-0.04101437200036802,2022-02-07 16:54:35.641971
All,-0.7565280334096453,jacksepticeye,Jacksepticeye,https://www.tiktok.com/@jacksepticeye,-0.3172330574857163,-0.21307886234686488,0.04631789289462055,0.1082839609897993,-0.049359011089748515,2022-02-07 16:54:35.641971
All,-0.7530656625473586,daniel.khosravi,Daniel Khosravi,https://www.tiktok.com/@daniel.khosravi,-0.35402255157134765,-0.4259732942473744,-0.30947326994173907,0.21129516475107313,0.0507766579828174,2022-02-07 16:54:35.641971
All,-0.7496032916850719,hmg....4,fourhmg,https://www.tiktok.com/@hmg....4,-0.49198315439246526,-0.21307886234686488,-0.20322409298495694,0.146913162400277,-0.025517185120089964,2022-02-07 16:54:35.641971
All,-0.7461409208227852,hannahowo6669,hannah♡,https://www.tiktok.com/@hannahowo6669,-0.15168033410037518,-0.12792108958666107,-0.15699134301187068,0.0696547595793216,-0.03624600680643631,2022-02-07 16:54:35.641971
All,-0.7426785499604984,jdiasss_,João Dias,https://www.tiktok.com/@jdiasss_,-0.022917104800665403,-0.19178941915681394,0.0704393276631873,0.04390195863900315,-0.04995505673898998,2022-02-07 16:54:35.641971
All,-0.7392161790982118,flavinhalouise,Flavinhalouise,https://www.tiktok.com/@flavinhalouise,0.26220147436297764,-0.04276331682645727,-0.2072443321130514,-0.30376085405529607,-0.020748819926158252,2022-02-07 16:54:35.641971
All,-0.7357538082359251,edgardumali,Choox TV,https://www.tiktok.com/@edgardumali,0.03226713632778164,-0.08534220320655918,-0.09869787565450101,0.146913162400277,-0.05055110238823144,2022-02-07 16:54:35.641971
All,-0.7322914373736383,mensagensprclaudioduarte,Francisca,https://www.tiktok.com/@mensagensprclaudioduarte,-0.5011805279138731,-0.4259732942473744,-0.46267309671591006,-0.5247198861232285,0.20515248113635653,2022-02-07 16:54:35.641971
All,-0.7288290665113516,jombospice,JOMBOSPICE,https://www.tiktok.com/@jombospice,-0.032114478322073245,-0.14921053277671203,-0.15081740435086846,0.314306368512347,-0.04697482849278266,2022-02-07 16:54:35.641971
All,-0.725366695649065,belinaysandikci,BELİNAY SANDIKÇI,https://www.tiktok.com/@belinaysandikci,-0.5563647690423201,-0.08534220320655918,-0.23251440663250228,-0.38101925687625143,-0.011808135187536296,2022-02-07 16:54:35.641971
All,-0.7219043247867782,danielarodrice,Daniela Rodrice,https://www.tiktok.com/@danielarodrice,0.23460935379875414,0.3404466605944598,0.48237025832400887,-0.38101925687625143,-0.05895534604253608,2022-02-07 16:54:35.641971
All,-0.7184419539244915,laurahfritz,laura & lena,https://www.tiktok.com/@laurahfritz,-0.4276015397426104,-0.12792108958666107,0.09800668168440645,-0.30376085405529607,-0.03982228070188509,2022-02-07 16:54:35.641971
All,-0.7149795830622048,whoamirony,Irony,https://www.tiktok.com/@whoamirony,-0.6213901998386736,-0.3408155214871706,0.6454771029495555,-0.30376085405529607,-0.04578273719429973,2022-02-07 16:54:35.641971
All,-0.7115172121999181,iamcindymiranda,cindy,https://www.tiktok.com/@iamcindymiranda,-0.6160741179432999,-0.31952607829711965,-0.29597675286885056,0.4430703732139393,-0.005251633045880195,2022-02-07 16:54:35.641971
All,-0.7080548413376314,lizzo,lizzo,https://www.tiktok.com/@lizzo,1.2831099352392479,-0.14921053277671203,0.21631657602547197,-0.03335644418195224,-0.05710760452988754,2022-02-07 16:54:35.641971
All,-0.7045924704753447,sonyakisa8,Cat Sonya,https://www.tiktok.com/@sonyakisa8,0.8232412591688559,0.12755222869395033,-0.19791163413711785,-0.45827765969720685,-0.027305322067814355,2022-02-07 16:54:35.641971
All,-0.7011300996130579,fadlyfsl_,band1t 🐐,https://www.tiktok.com/@fadlyfsl_,-0.4551936603068339,0.21271000145415414,0.11193393866387655,-0.2265024512343407,-0.05651155888064608,2022-02-07 16:54:35.641971
All,-0.6976677287507713,astrofalls_,astrofalls,https://www.tiktok.com/@astrofalls_,-0.510377901435281,-0.36210496467722153,0.07259302719609505,0.21129516475107313,-0.04518669154505826,2022-02-07 16:54:35.641971
All,-0.6942053578884846,nianaguerrero,Niana Guerrero,https://www.tiktok.com/@nianaguerrero,2.074084058080322,-0.021473873636406324,0.03612371510552388,-0.11061484700290762,-0.05233923933595583,2022-02-07 16:54:35.641971
All,-0.6907429870261979,lisav_,ну лиз,https://www.tiktok.com/@lisav_,-0.48278578087105745,-0.23436830553691584,0.12629193554992818,-0.21362605076418145,-0.040418326351126556,2022-02-07 16:54:35.641971
All,-0.6872806161639111,michou_yt,Michou,https://www.tiktok.com/@michou_yt,-0.0689039724077046,0.04239445593374653,0.08824324380189141,-0.14924404841338532,-0.05591551323140462,2022-02-07 16:54:35.641971
All,-0.6838182453016245,siscakohl,Sisca Kohl,https://www.tiktok.com/@siscakohl,0.2713988478843855,0.04239445593374653,-0.11937339117041537,0.09540756051964007,-0.05710760452988754,2022-02-07 16:54:35.641971
All,-0.6803558744393378,fabru_blacutt,Fabru,https://www.tiktok.com/@fabru_blacutt,0.8416360062116716,0.3191572174044089,-0.03911218857738671,-0.1363676479432261,-0.0590447528899223,2022-02-07 16:54:35.641971
All,-0.676893503577051,wenniedapoo,陈文龙,https://www.tiktok.com/@wenniedapoo,-0.6195323303873492,-0.21307886234686488,-0.22232022884340563,-0.07198564559242993,-0.019556728627675324,2022-02-07 16:54:35.641971
All,-0.6734311327147643,ratuauliaa22,ratuauliatp,https://www.tiktok.com/@ratuauliaa22,0.41855682422691093,-0.06405276001650823,-0.07917099988947078,0.1082839609897993,-0.05531946758216315,2022-02-07 16:54:35.641971
All,-0.6699687618524777,chamberlin_kevin,Kevin Chamberlin,https://www.tiktok.com/@chamberlin_kevin,0.10584612449904428,-0.3408155214871706,-0.07156126153986342,0.49457597509457624,-0.04757087414202412,2022-02-07 16:54:35.641971
All,-0.6665063909901909,oppomexico,OPPO México,https://www.tiktok.com/@oppomexico,-0.6216569236707944,6.067306878718166,-0.4839229321072665,-0.36814285640609223,-0.05906859471589196,2022-02-07 16:54:35.641971
All,-0.6630440201279042,ayuwisya666,ayuwisya,https://www.tiktok.com/@ayuwisya666,-0.510377901435281,-0.10663164639661013,-0.10515897425322425,0.22417156522123238,-0.05651155888064608,2022-02-07 16:54:35.641971
All,-0.6595816492656175,com.yuma1214,【コムドット】ゆうま,https://www.tiktok.com/@com.yuma1214,-0.5796893082926105,-0.31952607829711965,-0.17422093927513263,0.4173175722736208,-0.03624600680643631,2022-02-07 16:54:35.641971
All,-0.6561192784033308,dilanjaniyar,Emang namanya Dilan,https://www.tiktok.com/@dilanjaniyar,-0.510377901435281,0.10626278550389938,0.06541402875306923,-0.12349124747306685,-0.059360657084020274,2022-02-07 16:54:35.641971
All,-0.6526569075410441,shabdanovaaa,SHABDANOVAaa,https://www.tiktok.com/@shabdanovaaa,-0.5894293268517814,-0.14921053277671203,-0.22016652931049788,-0.5144187657471011,-0.00763581564284605,2022-02-07 16:54:35.641971
All,-0.6491945366787574,slavamarlow,Отвратительные вайны,https://www.tiktok.com/@slavamarlow,-0.3172330574857163,0.6810777516352751,-0.004940155988583804,-0.29088445358513687,-0.059962663189754156,2022-02-07 16:54:35.641971
All,-0.6457321658164706,jahdedios.77,jahdedios,https://www.tiktok.com/@jahdedios.77,-0.575191792640642,-0.4685521806274763,-0.14823296491137916,1.202778000953334,-0.04161041764960948,2022-02-07 16:54:35.641971
All,-0.642269794954184,cesarpantoja.n,Cesar Pantoja,https://www.tiktok.com/@cesarpantoja.n,0.4553463183125423,-0.14921053277671203,-0.057777584529253835,0.30142996804218775,-0.06158986781218335,2022-02-07 16:54:35.641971
All,-0.6388074240918973,alexwaarren,Alex warren,https://www.tiktok.com/@alexwaarren,0.7128727769119618,0.21271000145415414,0.5867528956856043,-0.40677205781656994,-0.05899706923798298,2022-02-07 16:54:35.641971
All,-0.6353450532296105,onlyjayus,Isabella Avila,https://www.tiktok.com/@onlyjayus,0.9244123679043422,-0.2769471919170177,-0.10056441524968772,0.21129516475107313,-0.043398554597333876,2022-02-07 16:54:35.641971
All,-0.6318826823673239,brentfordfc,Brentford FC,https://www.tiktok.com/@brentfordfc,-0.5781993337821424,-0.23436830553691584,-0.20896729173937761,0.24992436616155084,-0.03684205245567777,2022-02-07 16:54:35.641971
All,-0.6284203115050372,codenamejesse,Jesse Hill,https://www.tiktok.com/@codenamejesse,-0.5287726484780967,-0.21307886234686488,0.05450195111966998,-0.16212044888354454,-0.04399460024657534,2022-02-07 16:54:35.641971
All,-0.6249579406427505,h2woofficial,H2WO,https://www.tiktok.com/@h2woofficial,-0.19766720170741436,-0.04276331682645727,-0.02145185240754319,-0.0977384465327484,-0.05233923933595583,2022-02-07 16:54:35.641971
All,-0.6214955697804637,misskatiebug,( ˘ ³˘)♥︎,https://www.tiktok.com/@misskatiebug,-0.5729108440073328,-0.48984162381752727,-0.18743029641030015,0.30142996804218775,0.010245553834397863,2022-02-07 16:54:35.641971
All,-0.6180331989181771,_tusya_kiskis,_Tusya_kiskis,https://www.tiktok.com/@_tusya_kiskis,-0.1332855870575595,-0.2769471919170177,-0.2956895929311295,-0.17499684935370377,0.0042850973419832255,2022-02-07 16:54:35.641971
All,-0.6145708280558904,jasonderulo,Jason Derulo,https://www.tiktok.com/@jasonderulo,4.069914112225823,-0.10663164639661013,-0.0024992965179550255,-0.07198564559242993,-0.05233923933595583,2022-02-07 16:54:35.641971
All,-0.6111084571936036,brandonspam_,Brandon Conner,https://www.tiktok.com/@brandonspam_,-0.022917104800665403,-0.00018443044635537174,-0.0006327569227683124,-0.04623284465211147,-0.058526193175082224,2022-02-07 16:54:35.641971
All,-0.6076460863313169,brentrivera,Brent Rivera,https://www.tiktok.com/@brentrivera,3.2513478688205257,0.02110501274369558,0.10173976087477987,-0.2265024512343407,-0.05531946758216315,2022-02-07 16:54:35.641971
All,-0.6041837154690303,ilusha_help,ilusha_help,https://www.tiktok.com/@ilusha_help,-0.2528514428358614,0.1488416718840013,-0.44228474113771676,-0.3295136549956145,0.0013048690957759065,2022-02-07 16:54:35.641971
All,-0.6007213446067435,cbum,Chris Bumstead,https://www.tiktok.com/@cbum,-0.5195752749566888,-0.14921053277671203,-0.11894265126383383,-0.2780080531149776,-0.03266973291098753,2022-02-07 16:54:35.641971
All,-0.5972589737444568,alaa.ayyman,ALaa Ayman,https://www.tiktok.com/@alaa.ayyman,0.03226713632778164,0.29786777421435795,-0.05935696418671952,-0.30376085405529607,-0.05353133063443876,2022-02-07 16:54:35.641971
All,-0.5937966028821701,marinemammalrescue,Marine Mammal Rescue,https://www.tiktok.com/@marinemammalrescue,-0.510377901435281,-0.5111310670075782,-0.16919564036501455,-0.0977384465327484,0.025146695065434457,2022-02-07 16:54:35.641971
All,-0.5903342320198834,phamvinh99,Phạm Vinh,https://www.tiktok.com/@phamvinh99,-0.4276015397426104,0.17013111507405224,-0.016570133466285632,-0.23937885170449993,-0.054723421932921686,2022-02-07 16:54:35.641971
All,-0.5868718611575967,anisatcheba,anis_atc,https://www.tiktok.com/@anisatcheba,-0.576635780283503,-0.2769471919170177,-0.43970030169822744,-0.17499684935370377,0.05614106882599057,2022-02-07 16:54:35.641971
All,-0.58340949029531,thefatkage,FatKage,https://www.tiktok.com/@thefatkage,-0.5883072472821695,-0.19178941915681394,0.05335331136878585,-0.17499684935370377,-0.04816691979126558,2022-02-07 16:54:35.641971
All,-0.5799471194330232,jack.wright,jack wright,https://www.tiktok.com/@jack.wright,0.2897935949272012,0.02110501274369558,0.054358371150809465,-0.11061484700290762,-0.06008187231960244,2022-02-07 16:54:35.641971
All,-0.5764847485707366,baraa.bolat,@baraabolat,https://www.tiktok.com/@baraa.bolat,-0.5471673955209123,0.23399944464420508,-0.36360291820215374,0.031025558168843916,-0.04220646329885095,2022-02-07 16:54:35.641971
All,-0.5730223777084499,lights.are.off,LIGHTS ARE OFF,https://www.tiktok.com/@lights.are.off,1.0163861031184205,-0.19178941915681394,-0.13846952702886406,0.018149157698684686,-0.04399460024657534,2022-02-07 16:54:35.641971
All,-0.5695600068461631,pandkourt,Kourtney-Penelope,https://www.tiktok.com/@pandkourt,-0.37241729861416334,0.04239445593374653,0.5487042039375675,-0.5870416643987991,-0.048762965440507046,2022-02-07 16:54:35.641971
All,-0.5660976359838764,chang._.a,창하CHANGHA,https://www.tiktok.com/@chang._.a,1.218728320589393,-0.38339440786727247,-0.07787878016972613,0.6233399797961685,-0.05710760452988754,2022-02-07 16:54:35.641971
All,-0.5626352651215898,itsmatheuscosta,Matheus Costa,https://www.tiktok.com/@itsmatheuscosta,-0.2712461898786771,-0.2769471919170177,-0.1913069555695341,-0.14924404841338532,-0.022536956873882644,2022-02-07 16:54:35.641971
All,-0.559172894259303,juliagisella,Julia Gisella,https://www.tiktok.com/@juliagisella,0.2713988478843855,-0.4685521806274763,-0.22504824825175543,0.18554236381075467,0.006073234289707617,2022-02-07 16:54:35.641971
All,-0.5557105233970163,notshanebennett,Shane Bennett,https://www.tiktok.com/@notshanebennett,-0.46439103382824176,0.08497334231384843,0.16663790679973328,-0.26513165264481836,-0.05857983728351396,2022-02-07 16:54:35.641971
All,-0.5522481525347296,39jeshi,jessy,https://www.tiktok.com/@39jeshi,-0.4551936603068339,-0.44726273743742534,0.2692975845350025,0.13403676193011776,-0.051743193686714366,2022-02-07 16:54:35.641971
All,-0.548785781672443,emillyvickof,Emilly Vick,https://www.tiktok.com/@emillyvickof,0.1610303656274914,0.5107622061148674,0.09815026165326697,-0.38101925687625143,-0.05828777491538564,2022-02-07 16:54:35.641971
All,-0.5453234108101562,haileybieber,Hailey Bieber,https://www.tiktok.com/@haileybieber,0.03226713632778164,-0.23436830553691584,-0.056341784840648675,-0.0977384465327484,-0.04399460024657534,2022-02-07 16:54:35.641971
All,-0.5418610399478695,robegrill,Roberto Morales,https://www.tiktok.com/@robegrill,0.23460935379875414,-0.10663164639661013,-0.0951083764329881,-0.2265024512343407,-0.043398554597333876,2022-02-07 16:54:35.641971
All,-0.5383986690855828,diegodiego_,Diego Cruz,https://www.tiktok.com/@diegodiego_,-0.013719731279257562,-0.12792108958666107,0.0397132143270368,-0.17499684935370377,-0.05233923933595583,2022-02-07 16:54:35.641971
All,-0.5349362982232961,nicollefigueroaa,Nicolle Figueroa,https://www.tiktok.com/@nicollefigueroaa,0.18862248619171493,-0.00018443044635537174,0.02348867784579844,-0.16212044888354454,-0.05710760452988754,2022-02-07 16:54:35.641971
